image,mask
ORIGA/train/image/452.jpg,ORIGA/train/mask/452.png
ORIGA/train/image/453.jpg,ORIGA/train/mask/453.png
ORIGA/train/image/454.jpg,ORIGA/train/mask/454.png
ORIGA/train/image/455.jpg,ORIGA/train/mask/455.png
ORIGA/train/image/456.jpg,ORIGA/train/mask/456.png
ORIGA/train/image/457.jpg,ORIGA/train/mask/457.png
ORIGA/train/image/458.jpg,ORIGA/train/mask/458.png
ORIGA/train/image/459.jpg,ORIGA/train/mask/459.png
ORIGA/train/image/460.jpg,ORIGA/train/mask/460.png
ORIGA/train/image/461.jpg,ORIGA/train/mask/461.png
ORIGA/train/image/462.jpg,ORIGA/train/mask/462.png
ORIGA/train/image/463.jpg,ORIGA/train/mask/463.png
ORIGA/train/image/464.jpg,ORIGA/train/mask/464.png
ORIGA/train/image/465.jpg,ORIGA/train/mask/465.png
ORIGA/train/image/466.jpg,ORIGA/train/mask/466.png
ORIGA/train/image/467.jpg,ORIGA/train/mask/467.png
ORIGA/train/image/468.jpg,ORIGA/train/mask/468.png
ORIGA/train/image/469.jpg,ORIGA/train/mask/469.png
ORIGA/train/image/470.jpg,ORIGA/train/mask/470.png
ORIGA/train/image/471.jpg,ORIGA/train/mask/471.png
ORIGA/train/image/472.jpg,ORIGA/train/mask/472.png
ORIGA/train/image/473.jpg,ORIGA/train/mask/473.png
ORIGA/train/image/474.jpg,ORIGA/train/mask/474.png
ORIGA/train/image/475.jpg,ORIGA/train/mask/475.png
ORIGA/train/image/476.jpg,ORIGA/train/mask/476.png
ORIGA/train/image/477.jpg,ORIGA/train/mask/477.png
ORIGA/train/image/478.jpg,ORIGA/train/mask/478.png
ORIGA/train/image/479.jpg,ORIGA/train/mask/479.png
ORIGA/train/image/480.jpg,ORIGA/train/mask/480.png
ORIGA/train/image/481.jpg,ORIGA/train/mask/481.png
ORIGA/train/image/482.jpg,ORIGA/train/mask/482.png
ORIGA/train/image/483.jpg,ORIGA/train/mask/483.png
ORIGA/train/image/484.jpg,ORIGA/train/mask/484.png
ORIGA/train/image/485.jpg,ORIGA/train/mask/485.png
ORIGA/train/image/486.jpg,ORIGA/train/mask/486.png
ORIGA/train/image/487.jpg,ORIGA/train/mask/487.png
ORIGA/train/image/488.jpg,ORIGA/train/mask/488.png
ORIGA/train/image/489.jpg,ORIGA/train/mask/489.png
ORIGA/train/image/490.jpg,ORIGA/train/mask/490.png
ORIGA/train/image/491.jpg,ORIGA/train/mask/491.png
ORIGA/train/image/492.jpg,ORIGA/train/mask/492.png
ORIGA/train/image/493.jpg,ORIGA/train/mask/493.png
ORIGA/train/image/494.jpg,ORIGA/train/mask/494.png
ORIGA/train/image/495.jpg,ORIGA/train/mask/495.png
ORIGA/train/image/496.jpg,ORIGA/train/mask/496.png
ORIGA/train/image/497.jpg,ORIGA/train/mask/497.png
ORIGA/train/image/498.jpg,ORIGA/train/mask/498.png
ORIGA/train/image/499.jpg,ORIGA/train/mask/499.png
ORIGA/train/image/500.jpg,ORIGA/train/mask/500.png
